year,category,nominee,workers,winner
1965,Best Performance by a Vocal Group,A Hard Day's Night,The Beatles (artist),TRUE
1965,Best Recording for Children,Mary Poppins,"Richard M. Sherman (music and lyrics by), Robert B. Sherman (music and lyrics by), Irwin Kostal (music adapted and conducted by), Julie Andrews (performed by), Dick Van Dyke (performed by)",TRUE
1965,Best Rhythm & Blues Recording,How Glad I Am,Nancy Wilson (artist),TRUE
1965,Best Rock & Roll Recording,Downtown,Petula Clark (artist),TRUE
1965,Best Score From an Original Cast Show Album,Funny Girl,"John Lankston (artist), Jean Stapleton (artist), Danny Meehan (artist), Kay Medford (artist), Sydney Chaplin (artist), Barbra Streisand (artist), Jule Styne (composer), Bob Merrill (composer)",TRUE
1965,"Best Vocal Performance, Female",People,Barbra Streisand (artist),TRUE
1965,"Best Vocal Performance, Male","Hello, Dolly!",Louis Armstrong (artist),TRUE
1965,Best Vocal Soloist Performance (with or without orchestra),Berlioz: Nuits D'Ete (Song Cycle)/Falla: El Amor Brujo,Chicago Symphony Orchestra (artist),TRUE
1965,Most Promising New Classical Recording Artist,"The Age Of Bel Canto: Operatic Scenes (Boyngne, cond.)",,TRUE
1965,Record of the Year,The Girl From Ipanema,"Stan Getz (artist), Astrud Gilberto (artist)",TRUE
1965,Song of the Year,"Hello, Dolly!","Louis Armstrong (artist), Jerry Herman (songwriter)",TRUE
1965,"Best Contemporary (R&R)  Vocal Performance, Male",Heartaches By The Number,Johnny Tillotson,FALSE
1965,Best Spoken Word Album,Shakespeare's Hamlet,"Richard Burton, John Gielgud, Hume Cronyn (& Original Cast)",FALSE
1966,Album of the Year,September Of My Years,"Frank Sinatra (artist), Sonny Burke (producer)",TRUE
1966,Album of the Year - Classical,Horowitz At Carnegie Hall - An Historic Return,"Vladimir Horowitz (artist), Thomas Frost (producer)",TRUE
1966,Best Album Cover - Graphic Arts,Bartók: Concerto No. 2 For Violin/Stravinsky: Concerto For Violin,"George Estes (art director), Erich Leinsdorf (conductor), Joseph Silverstein (violin)",TRUE
1966,Best Album Cover - Photography,Jazz Suite On The Mass Texts,"Paul Horn (artist), Ken Whitmore (photographer), Robert M. Jones (art director)",TRUE
1966,Best Album Notes,September Of My Years,"Frank Sinatra (artist), Stan Cornyn (album notes writer)",TRUE
1966,Best Arrangement Accompanying a Vocalist or Instrumentalist,It Was A Very Good Year,"Frank Sinatra (artist), Gordon Jenkins (arranger)",TRUE
1966,Best Classical Chamber Music Performance - Instrumental or Vocal,Bartók: The Six String Quartets - Nos. 1-6,"Isidore Cohen (artist), Robert Mann (artist), Raphael Hillyer (artist), Claus Adam (artist), Juilliard String Quartet (artist)",TRUE
1966,Best Classical Choral Performance (other than opera),Stravinsky: Symphony Of Psalms/Poulenc: Gloria,"RCA Victor Symphony Orchestra (artist), Robert Shaw Chorale (artist)",TRUE
1966,Best Classical Performance - Instrumental Soloist or Soloists (with orchestra),Beethoven: Piano Concerto No. 4 In G,"Boston Symphony Orchestra (artist), Artur Rubinstein (artist)",TRUE
1966,Best Classical Performance - Instrumental Soloist or Soloists (without orchestra),Horowitz At Carnegie Hall - An Historic Return,Vladimir Horowitz (artist),TRUE
1966,Best Classical Performance - Orchestra,Ives: Symphony No. 4,American Symphony Orchestra (artist),TRUE
1966,Best Classical Vocal Soloist Performance,"Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)",Boston Symphony Orchestra (artist),TRUE
1966,Best Comedy Performance,Why Is There Air?,Bill Cosby,TRUE
1966,Best Composition by a Contemporary Classical Composer,Ives: Symphony No. 4,Charles Ives (composer),TRUE
1966,Best Contemporary (R&R) Performance - Group (Vocal or Instrumental),Flowers On The Wall,The Statler Brothers (artist),TRUE
1966,Best Contemporary (R&R) Single,King Of The Road,Roger Miller (artist),TRUE
1966,Best Contemporary (R&R) Vocal Performance - Female,I Know A Place,Petula Clark (artist),TRUE
1966,Best Contemporary (R&R) Vocal Performance - Male,King Of The Road,Roger Miller (artist),TRUE
1966,Best Country & Western Album,The Return Of Roger Miller,Roger Miller (artist),TRUE
1966,Best Country & Western Single,King Of The Road,Roger Miller (artist),TRUE
1966,Best Country & Western Song,King Of The Road,Roger Miller (songwriter),TRUE
1966,Best Country & Western Vocal Performance - Female,Queen Of The House,Jody Miller (artist),TRUE
1966,Best Country & Western Vocal Performance - Male,King Of The Road,Roger Miller (artist),TRUE
1966,Best Engineered Recording - Non-Classical,A Taste Of Honey,"Herb Alpert (artist), Larry Levine (engineer)",TRUE
1966,"Best Engineered Recording, Classical",Horowitz At Carnegie Hall - An Historic Return,"Fred Plaut (engineer), Vladimir Horowitz (piano)",TRUE
1966,Best Folk Recording,An Evening With Belafonte/Makeba,"Harry Belafonte (artist), Miriam Makeba (artist)",TRUE
1966,Best Gospel or Other Religious Recording (Musical),Southland Favorites,"Anita Kerr (artist), George Beverly Shea (artist)",TRUE
1966,Best Instrumental Arrangement,A Taste Of Honey,Herb Alpert (arranger),TRUE
1966,Best Instrumental Jazz Performance - Large Group or Soloist with Large Group,Ellington '66,Duke Ellington (artist),TRUE
1966,Best Instrumental Jazz Performance - Small Group or Soloist With Small Group,The In Crowd,Ramsey Lewis (artist),TRUE
1966,"Best Instrumental Performance, Non-Jazz",A Taste Of Honey,Herb Alpert & The Tijuana Brass (artist),TRUE
1966,Best New Artist,Tom Jones,,TRUE
1966,Best New Artist,Sonny & Cher,Herman's Hermits,FALSE
1966,Best Opera Recording,Berg: Wozzeck,"German Opera Orchestra (artist), German Opera Chorus (artist), Karl Böhm (artist)",TRUE
1966,Best Original Jazz Composition,Jazz Suite On The Mass Texts,"Paul Horn (artist), Lalo Schifrin (composer)",TRUE
1966,Best Original Score Written for a Motion Picture or Television Show,The Sandpiper,Johnny Mandel,TRUE
1966,Best Original Score Written for a Motion Picture or Television Show,The Man from U.N.C.L.E.,"Lalo Schifrin, Morton Stevens, Walter Scharf, Jerry Goldsmith",FALSE
1966,Best Original Score Written for a Motion Picture or Television Show,Zorba the Greek,Mikis Theodorakis,FALSE
1966,Best Performance by a Chorus,Anyone For Mozart?,"The Swingle Singers (artist), Ward Swingle (artist)",TRUE
1966,Best Performance by a Vocal Group,We Dig Mancini,Anita Kerr (artist),TRUE
1966,Best Recording for Children,Dr. Seuss Presents Fox In Sox And Green Eggs And Ham,Marvin Miller (artist),TRUE
1966,Best Rhythm & Blues Recording,Papa's Got A Brand New Bag,James Brown (artist),TRUE
1966,Best Score From an Original Cast Show Album,On A Clear Day,"Byron Webster (artist), Titos Vandis (artist), William Daniels (artist), Barbara Harris (artist), John Cullum (artist), Burton Lane (composer), Alan Jay Lerner (composer)",TRUE
1966,Best Spoken Word or Drama Recording,John F. Kennedy - As We Remember Him,John F. Kennedy (artist),TRUE
1966,"Best Vocal Performance, Female",My Name Is Barbra,Barbra Streisand (artist),TRUE
1966,"Best Vocal Performance, Male",It Was A Very Good Year,Frank Sinatra (artist),TRUE
1966,Most Promising New Classical Recording Artist,Bach: Goldberg Variations,,TRUE
1966,Record of the Year,A Taste Of Honey,"Herb Alpert & The Tijuana Brass (producer), Jerry Moss (producer)",TRUE
1966,Song of the Year,The Shadow Of Your Smile (Love Theme From The Sandpiper),"Tony Bennett (artist), Paul Francis Webster (songwriter), Johnny Mandel (songwriter)",TRUE
1967,Album of the Year,A Man And His Music,"Sonny Burke (producer), Frank Sinatra (artist)",TRUE
1967,Album of the Year - Classical,Ives: Symphony No. 1 In D Minor,"Morton Gould (artist), Howard Scott (producer)",TRUE
1967,"Best Album Cover, Photography",Confessions Of A Broken Man,"Porter Wagoner (artist), Robert M. Jones (art director), Les Leverette (photographer)",TRUE
1967,Best Album Notes,Sinatra At The Sands,"Frank Sinatra (artist), Stan Cornyn (album notes writer)",TRUE
1967,Best Arrangement Accompanying a Vocalist or Instrumentalist,Strangers In The Night,"Ernie Freeman (arranger), Frank Sinatra (artist)",TRUE
1967,Best Chamber Music Performance - Instrumental or Vocal,"Boston Symphony Chamber Players - Works Of Mozart, Brahms, Beethoven, Fine, Copland, Carter, Piston",Boston Symphony Chamber Players (artist),TRUE
1967,Best Classical Choral Performance (other than opera),Ives: Music For Chorus,"Ithaca College Concert Choir (artist), Texas Boys Choir (artist), The Gregg Smith Singers (artist)",TRUE
1967,Best Classical Performance - Instrumental Soloist or Soloists (with or without orchestra),"Baroque Guitar (Works Of Bach, Sanz, Weiss, Etc.)",,TRUE
1967,Best Classical Performance - Orchestra,Mahler: Symphony No. 6 In A Minor,Boston Symphony Orchestra (artist),TRUE
1967,Best Classical Vocal Soloist Performance (with or without orchestra),"Prima Donna (Works Of Barber, Purcell, Etc.)",R.C.A. Italiana Opera Orchestra and Chorus (artist),TRUE
1967,Best Comedy Performance,Wonderfulness,Bill Cosby,TRUE
1967,"Best Contemporary (R&R) Group Performance, Vocal or Instrumental","Monday, Monday",The Mamas and the Papas (artist),TRUE
1967,Best Contemporary (R&R) Recording,Winchester Cathedral,The New Vaudeville Band (artist),TRUE
1967,Best Contemporary (R&R) Solo Vocal Performance - Male or Female,Eleanor Rigby,Paul McCartney (artist),TRUE
1967,Best Country & Western Recording,Almost Persuaded,David Houston (artist),TRUE
1967,Best Country & Western Song,Almost Persuaded,"Billy Sherrill (songwriter), Glenn Sutton (songwriter), David Houston (artist)",TRUE
1967,Best Country & Western Vocal Performance - Female,Don't Touch Me,Jeannie Seely (artist),TRUE
1967,"Best Country & Western Vocal Performance, Male",Almost Persuaded,David Houston (artist),TRUE
1967,Best Engineered Recording - Classical,Wagner: Lohengrin,"Erich Leinsdorf (conductor), Anthony Salvatore (engineer)",TRUE
1967,Best Engineered Recording - Non-Classical,Strangers In The Night,"Eddie Brackett (engineer), Lee Herschberg (engineer), Frank Sinatra (artist)",TRUE
1967,Best Folk Recording,Blues In The Street,Cortelia Clark (artist),TRUE
1967,Best Instrumental Arrangement,What Now My Love,Herb Alpert (arranger),TRUE
1967,Best Instrumental Jazz Performance - Group or Soloist with Group,Goin' Out Of My Head,Wes Montgomery (artist),TRUE
1967,Best Instrumental Performance (Other Than Jazz),What Now My Love,Herb Alpert & The Tijuana Brass (artist),TRUE
1967,Best Instrumental Theme,Batman Theme,Neal Hefti (composer),TRUE
1967,Best Opera Recording,Wagner: Die Walkure,"Vienna Philharmonic Orchestra and Chorus (artist), Georg Solti (artist)",TRUE
1967,Best Original Jazz Composition,In The Beginning God,Duke Ellington (composer),TRUE
1967,Best Original Score Written for a Motion Picture or Television Show,Doctor Zhivago,Maurice Jarre,TRUE
1967,Best Original Score Written for a Motion Picture or Television Show,Arabesque,Henry Mancini,FALSE
1967,Best Original Score Written for a Motion Picture or Television Show,Who's Afraid of Virginia Woolf?,Alex North,FALSE
1967,Best Performance by a Chorus,Somewhere My Love (Lara's Theme From Dr. Zhivago),Ray Conniff (singer),TRUE
1967,Best Performance by a Vocal Group,A Man And A Woman,Anita Kerr (singer),TRUE
1967,Best Recording for Children,Dr. Seuss Presents - If I Ran The Zoo And Sleep Book,Marvin Miller (artist),TRUE
1967,"Best Rhythm & Blues Group Performance, Vocal or Instrumental",Hold It Right There,Ramsey Lewis (artist),TRUE
1967,Best Rhythm & Blues Recording,Crying Time,Ray Charles (artist),TRUE
1967,"Best Rhythm & Blues Solo Vocal Performance, Male or Female",Crying Time,Ray Charles (artist),TRUE
1967,Best Sacred Performance,Elvis Presley,,TRUE
1967,Best Sacred Recording (Musical),Grand Old Gospel,"The Blackwood Brothers (artist), Porter Wagoner (artist)",TRUE
1967,Best Score From an Original Cast Show Album,Mame,"Frankie Michaels (artist), Jerry Lanning (artist), Charles Braswell (artist), Jane Connell (artist), Bea Arthur (artist), Angela Lansbury (artist), Jerry Herman (composer)",TRUE
1967,"Best Spoken Word, Documentary or Drama Recording",Edward R. Murrow - A Reporter Remembers Vol. I The War Years,Edward R. Murrow (artist),TRUE
1967,"Best Vocal Performance, Female",If He Walked Into My Life,Eydie Gormé (artist),TRUE
1967,"Best Vocal Performance, Male",Strangers In The Night,Frank Sinatra (artist),TRUE
1967,Record of the Year,Strangers In The Night,"Frank Sinatra (artist), Jimmy Bowen (producer)",TRUE
1967,Song of the Year,Michelle,"The Beatles (artist), Paul McCartney (songwriter), John Lennon (songwriter)",TRUE
1967,"Best Album Cover, Graphic Arts",Revolver,The Beatles (artist),FALSE
1968,Album of the Year,Sgt. Pepper's Lonely Hearts Club Band,"The Beatles (artist), George Martin (producer)",TRUE
1968,"Album of the Year, Classical",Mahler: Symphony No. 8 (Symphony Of A Thousand),"John McClure (producer), Leonard Bernstein (artist)",TRUE
1968,"Best Album Cover, Graphic Arts",Sgt. Pepper's Lonely Hearts Club Band,"The Beatles (artist), Peter Blake (art director), Jann Haworth (art director)",TRUE
1968,"Best Album Cover, Photography",Bob Dylan's Greatest Hits,"Bob Dylan (artist), Bob Cato (art director), John Berg (art director), Roland Scherman (photographer)",TRUE
1968,Best Album Notes,Suburban Attitudes In Country Verse,John D. Loudermilk (album notes writer),TRUE
1968,Best Arrangement Accompanying Vocalist(s) or Instrumentalist(s),Ode To Billie Joe,"Bobbie Gentry (artist), Jimmie Haskell (arranger)",TRUE
1968,Best Chamber Music Performance,West Meets East,"Yehudi Menuhin (artist), Ravi Shankar (artist)",TRUE
1968,Best Classical Choral Performance (other than opera),Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand),London Symphony Orchestra (artist),TRUE
1968,Best Classical Performance - Instrumental Soloist or Soloists (with or without orchestra),"Horowitz In Concert (Haydn, Schumann, Scriabin, Debussy, Mozart, Chopin)",,TRUE
1968,Best Classical Performance - Orchestra,Stravinsky: Firebird And Petrouchka Suites,Columbia Symphony Orchestra (artist),TRUE
1968,Best Classical Vocal Soloist Performance,"Prima Donna, Volume 2",R.C.A. Italiana Opera Orchestra and Chorus (artist),TRUE
1968,Best Comedy Recording,Revenge,Bill Cosby,TRUE
1968,Best Contemporary Album,Sgt. Pepper's Lonely Hearts Club Band,The Beatles (artist),TRUE
1968,Best Contemporary Female Solo Vocal Performance,Ode To Billie Joe,Bobbie Gentry (artist),TRUE
1968,Best Contemporary Group Performance (Vocal or Instrumental),"Up, Up And Away",The 5th Dimension (artist),TRUE
1968,Best Contemporary Male Solo Vocal Performance,By The Time I Get To Phoenix,Glen Campbell (artist),TRUE
1968,Best Contemporary Single,"Up, Up And Away",The 5th Dimension (artist),TRUE
1968,"Best Country & Western Performance Duet, Trio or Group (Vocal or Instrumental)",Jackson,"June Carter Cash (artist), Johnny Cash (artist)",TRUE
1968,Best Country & Western Recording,Gentle On My Mind,Glen Campbell (artist),TRUE
1968,"Best Country & Western Solo Vocal Performance, Female",I Don't Wanna Play House,Tammy Wynette (artist),TRUE
1968,"Best Country & Western Solo Vocal Performance, Male",Gentle On My Mind,Glen Campbell (artist),TRUE
1968,Best Country & Western Song,Gentle On My Mind,John Hartford (songwriter),TRUE
1968,Best Engineered Recording - Non-Classical,Sgt. Pepper's Lonely Hearts Club Band,"The Beatles (engineer), Geoff Emerick (artist)",TRUE
1968,"Best Engineered Recording, Classical",The Glorious Sound Of Brass,Edward T. Graham (engineer),TRUE
1968,Best Folk Performance,Gentle On My Mind,John Hartford (artist),TRUE
1968,Best Gospel Performance,More Grand Old Gospel,"The Blackwood Brothers (artist), Porter Wagoner (artist)",TRUE
1968,Best Instrumental Arrangement,Alfie,Burt Bacharach (arranger),TRUE
1968,"Best Instrumental Jazz Performance, Large Group or Soloist with Large Group",Far East Suite,Duke Ellington (artist),TRUE
1968,"Best Instrumental Jazz Performance, Small Group or Soloist With Small Group","Mercy, Mercy, Mercy",Cannonball Adderley (artist),TRUE
1968,Best Instrumental Performance,Chet Atkins Picks The Best,Chet Atkins (artist),TRUE
1968,Best Instrumental Theme,Mission: Impossible,Lalo Schifrin (composer),TRUE
1968,Best New Artist,Bobbie Gentry (artist),,TRUE
1968,Best Opera Recording,Berg: Wozzeck,"Choeur Nationale De Paris (artist), Thomas Z. Shepard (producer), Pierre Boulez (artist)",TRUE
1968,Best Original Score Written for a Motion Picture or Television Show,Mission: Impossible,Lalo Schifrin,TRUE
1968,Best Original Score Written for a Motion Picture or Television Show,Doctor Dolittle,Leslie Bricusse,FALSE
